src_id,tgt_id,links_score,jspace_score,in_gold_standard
5f3ba6213fd5b671b22052af,5f3ba61f3fd5b671b2201cc1,0.8333333333333333,0.5538749098777771,False
5f3ba61f3fd5b671b22019c8,5f3ba6203fd5b671b220385b,0.3735632183908046,0.46364474296569824,False
5f3ba61f3fd5b671b22019c8,5f3ba6213fd5b671b2204d8f,0.4,0.5067445635795593,False
5f3ba61f3fd5b671b22019c8,5f3ba6203fd5b671b220214e,0.5114942528735632,0.5943933129310608,False
5f3ba61f3fd5b671b220112c,5f3ba6213fd5b671b2204d8f,1.0,0.5372761189937592,True
5f3ba61f3fd5b671b2201175,5f3ba6203fd5b671b220385b,0.4482758620689654,0.4409838318824768,False
5f3ba61f3fd5b671b2201175,5f3ba6203fd5b671b220214e,0.4137931034482759,0.6226990818977356,False
5f3ba61f3fd5b671b220116c,5f3ba6203fd5b671b220385b,0.4137931034482759,0.5018032789230347,False
5f3ba61f3fd5b671b220116c,5f3ba6203fd5b671b220214e,0.4137931034482759,0.6356275975704193,False
5f3ba6203fd5b671b22034d1,5f3ba6203fd5b671b220385b,0.3448275862068966,0.5054247975349426,False
5f3ba6203fd5b671b22034d1,5f3ba6203fd5b671b220214e,0.3448275862068966,0.6103988885879517,False
5f3ba6213fd5b671b2205306,5f3ba6203fd5b671b220385b,0.4137931034482759,0.5131938457489014,False
5f3ba6213fd5b671b2205306,5f3ba6203fd5b671b220214e,0.4137931034482759,0.6022687256336212,False
5f3ba6213fd5b671b2203d7d,5f3ba6203fd5b671b22021e4,0.8076923076923077,0.48497194051742554,False
5f3ba6203fd5b671b22034b8,5f3ba6203fd5b671b22033d6,1.0,0.4355590343475342,False
5f3ba6203fd5b671b22034b8,5f3ba6213fd5b671b220480b,0.9705882352941178,0.4632508158683777,True
5f3ba6203fd5b671b22034b8,5f3ba61e3fd5b671b2200177,1.0,0.37343353033065796,False
5f3ba61f3fd5b671b220151e,5f3ba6203fd5b671b22033d6,0.9705882352941178,0.4985821843147278,True
5f3ba61f3fd5b671b220151e,5f3ba6213fd5b671b220480b,1.0,0.5042413771152496,True
5f3ba61f3fd5b671b220151e,5f3ba61e3fd5b671b2200177,0.9705882352941178,0.43632400035858154,False
5f3ba6203fd5b671b22038cd,5f3ba6203fd5b671b22033d6,0.8636363636363636,0.4434974193572998,False
5f3ba6203fd5b671b22038cd,5f3ba6213fd5b671b220480b,0.880952380952381,0.4874647259712219,True
5f3ba6203fd5b671b22038cd,5f3ba61e3fd5b671b2200177,0.8636363636363636,0.42908334732055664,False
5f3ba6213fd5b671b22054cf,5f3ba6203fd5b671b22033d6,1.0,0.4311729669570923,False
5f3ba6213fd5b671b22054cf,5f3ba6213fd5b671b220480b,0.4705882352941176,0.4838806986808777,False
5f3ba6213fd5b671b22054cf,5f3ba61e3fd5b671b2200177,1.0,0.3795790672302246,False
5f3ba6203fd5b671b2202f43,5f3ba6203fd5b671b220381a,0.9516129032258064,0.5082339346408844,True
5f3ba6203fd5b671b2202f43,5f3ba6213fd5b671b22040cf,0.9516129032258064,0.5062404870986938,True
5f3ba6203fd5b671b2202f43,5f3ba6213fd5b671b2204263,0.9516129032258064,0.5277756750583649,True
5f3ba6203fd5b671b2202f43,5f3ba61f3fd5b671b2201e42,0.9516129032258064,0.46133118867874146,False
5f3ba6213fd5b671b2203fdf,5f3ba6203fd5b671b220381a,0.75,0.4234980344772339,False
